,title,devanagari,verse_text,verse_text_no_samdhis
363,9.27,"यत्करोषि यदश्नासि यज्जुहोषि ददासि यत् ।
यत्तपस्यसि कौन्तेय तत्कुरुष्व मदर्पणम् ॥ ९.२७ ॥","yat karoṣi yad aśnāsi
yaj juhoṣi dadāsi yat
yat tapasyasi kaunteya
tat kuruṣva mad-arpaṇam",yat karoṣi yat aśnāsi yat juhoṣi dadāsi yat yat tapasyasi kaunteya tat kuruṣva mat arpaṇam
364,9.28,"शुभाशुभफलैरेवं मोक्ष्यसे कर्मबन्धनैः ।
संन्यासयोगयुक्तात्मा विमुक्तो मामुपैष्यसि ॥ ९.२८ ॥","śubhāśubha-phalair evaṁ
mokṣyase karma-bandhanaiḥ
sannyāsa-yoga-yuktātmā
vimukto mām upaiṣyasi",śubha aśubha phalaiḥ evam mokṣyase karma bandhanaiḥ sannyāsa yoga yukta ātmā vimuktaḥ mām upaiṣyasi
365,9.29,"समोऽहं सर्वभूतेषु न मे द्वेष्योऽस्ति न प्रियः ।
ये भजन्ति तु मां भक्त्या मयि ते तेषु चाप्यहम् ॥ ९.२९ ॥","samo ’haṁ sarva-bhūteṣu
na me dveṣyo ’sti na priyaḥ
ye bhajanti tu māṁ bhaktyā
mayi te teṣu cāpy aham",samaḥ aham sarva bhūteṣu na me dveṣyaḥ asti na priyaḥ ye bhajanti tu mām bhaktyā mayi te teṣu ca api aham
366,9.3,"अपि चेत्सुदुराचारो भजते मामनन्यभाक् ।
साधुरेव स मन्तव्यः सम्यग्व्यवसितो हि सः ॥ ९.३० ॥","api cet su-durācāro
bhajate mām ananya-bhāk
sādhur eva sa mantavyaḥ
samyag vyavasito hi saḥ",api cet su durācāraḥ bhajate mām ananya bhāk sādhuḥ eva saḥ mantavyaḥ samyak vyavasitaḥ hi saḥ
367,9.31,"क्षिप्रं भवति धर्मात्मा शश्वच्छान्तिं निगच्छति ।
कौन्तेय प्रति जानीहि न मे भक्तः प्रणश्यति ॥ ९.३१ ॥","kṣipraṁ bhavati dharmātmā
śaśvac-chāntiṁ nigacchati
kaunteya pratijānīhi
na me bhaktaḥ praṇaśyati",kṣipram bhavati dharma ātmā śaśvat śāntim nigacchati kaunteya pratijānīhi na me bhaktaḥ praṇaśyati
368,9.32,"मां हि पार्थ व्यपाश्रित्य येऽपि स्युः पापयोनयः ।
स्त्रियो वैश्यास्तथा शूद्रास्तेऽपि यान्ति परां गतिम् ॥ ९.३२ ॥","māṁ hi pārtha vyapāśritya
ye ’pi syuḥ pāpa-yonayaḥ
striyo vaiśyās tathā śūdrās
te ’pi yānti parāṁ gatim",mām hi pārtha vyapāśritya ye api syuḥ pāpa yonayaḥ striyaḥ vaiśyāḥ tathā śūdrāḥ te api yānti parām gatim
369,9.33,"किं पुनर्ब्राह्मणाः पुण्या भक्ता राजर्षयस्तथा ।
अनित्यमसुखं लोकमिमं प्राप्य भजस्व माम् ॥ ९.३३ ॥","kiṁ punar brāhmaṇāḥ puṇyā
bhaktā rājarṣayas tathā
anityam asukhaṁ lokam
imaṁ prāpya bhajasva mām",kim punaḥ brāhmaṇāḥ puṇyāḥ bhaktāḥ rāja ṛṣayaḥ tathā anityam asukham lokam imam prāpya bhajasva mām
370,9.34,"मन्मना भव मद्भक्तो मद्याजी मां नमस्कुरु ।
मामेवैष्यसि युक्त्वैवमात्मानं मत्परायणः ॥ ९.३४ ॥","man-manā bhava mad-bhakto
mad-yājī māṁ namaskuru
mām evaiṣyasi yuktvaivam
ātmānaṁ mat-parāyaṇaḥ",mat manāḥ bhava mat bhaktaḥ mat yājī mām namas kuru mām eva eṣyasi yuktvā evam ātmānam mat parāyaṇaḥ
371,10.1,"श्रीभगवानुवाच ।
भूय एव महाबाहो शृणु मे परमं वचः
यत्तेऽहं प्रीयमाणाय वक्ष्यामि हितकाम्यया ॥ १०.१ ॥","śrī-bhagavān uvāca
bhūya eva mahā-bāho
śṛṇu me paramaṁ vacaḥ
yat te ’haṁ prīyamāṇāya
vakṣyāmi hita-kāmyayā",śrī bhagavān uvāca bhūyaḥ eva mahā bāho śṛṇu me paramam vacaḥ yat te aham prīyamāṇāya vakṣyāmi hita kāmyayā
372,10.2,"न मे विदुः सुरगणाः प्रभवं न महर्षयः ।
अहमादिर्हि देवानां महर्षीणां च सर्वशः ॥ १०.२ ॥","na me viduḥ sura-gaṇāḥ
prabhavaṁ na maharṣayaḥ
aham ādir hi devānāṁ
maharṣīṇāṁ ca sarvaśaḥ",na me viduḥ sura gaṇāḥ prabhavam na mahā ṛṣayaḥ aham ādiḥ hi devānām mahā ṛṣīṇām ca sarvaśaḥ
373,10.3,"यो मामजमनादिं च वेत्ति लोकमहेश्वरम् ।
असंमूढः स मर्त्येषु सर्वपापैः प्रमुच्यते ॥ १०.३ ॥","yo mām ajam anādiṁ ca
vetti loka-maheśvaram
asammūḍhaḥ sa martyeṣu
sarva-pāpaiḥ pramucyate",yaḥ mām ajam anādim ca vetti loka mahā īśvaram asammūḍhaḥ saḥ martyeṣu sarva pāpaiḥ pramucyate
374,10.4,"बुद्धिर्ज्ञानमसंमोहः क्षमा सत्यं दमः शमः ।
सुखं दुःखं भवोऽभावो भयं चाभयमेव च ॥ १०.४ ॥","buddhir jñānam asammohaḥ
kṣamā satyaṁ damaḥ śamaḥ
sukhaṁ duḥkhaṁ bhavo ’bhāvo
bhayaṁ cābhayam eva ca",buddhiḥ jñānam asammohaḥ kṣamā satyam damaḥ śamaḥ sukham duḥkham bhavaḥ abhāvaḥ bhayam ca abhayam eva ca
375,10.5,"अहिंसा समता तुष्टिस्तपो दानं यशोऽयशः ।
भवन्ति भावा भूतानां मत्त एव पृथग्विधाः ॥ १०.५ ॥","ahiṁsā samatā tuṣṭis
tapo dānaṁ yaśo ’yaśaḥ
bhavanti bhāvā bhūtānāṁ
matta eva pṛthag-vidhāḥ",ahiṁsā samatā tuṣṭiḥ tapaḥ dānam yaśaḥ ayaśaḥ bhavanti bhāvāḥ bhūtānām mattaḥ eva pṛthak vidhāḥ
376,10.6,"महर्षयः सप्त पूर्वे चत्वारो मनवस्तथा ।
मद्भावा मानसा जाता येषां लोक इमाः प्रजाः ॥ १०.६ ॥","maharṣayaḥ sapta pūrve
catvāro manavas tathā
mad-bhāvā mānasā jātā
yeṣāṁ loka imāḥ prajāḥ",mahā ṛṣayaḥ sapta pūrve catvāraḥ manavaḥ tathā mat bhāvāḥ mānasāḥ jātāḥ yeṣām loke imāḥ prajāḥ
377,10.7,"एतां विभूतिं योगं च मम यो वेत्ति तत्त्वतः ।
सोSविकल्पेन योगेन युज्यते नात्र संशयः ॥ १०.७ ॥","etāṁ vibhūtiṁ yogaṁ ca
mama yo vetti tattvataḥ
so ’vikalpena yogena
yujyate nātra saṁśayaḥ",etām vibhūtim yogam ca mama yaḥ vetti tattvataḥ saḥ avikalpena yogena yujyate na atra saṁśayaḥ
378,10.8,"अहं सर्वस्य प्रभवो मत्तः सर्वं प्रवर्तते ।
इति मत्वा भजन्ते मां बुधा भावसमन्विताः ॥ १०.८ ॥","ahaṁ sarvasya prabhavo
mattaḥ sarvaṁ pravartate
iti matvā bhajante māṁ
budhā bhāva-samanvitāḥ",aham sarvasya prabhavaḥ mattaḥ sarvam pravartate iti matvā bhajante mām budhāḥ bhāva samanvitāḥ
379,10.9,"मच्चित्ता मद्गतप्राणा बोधयन्तः परस्परम् ।
कथयन्तश्र्च मां नित्यं तुष्यन्ति च रमन्ति च ॥ १०.९ ॥","mac-cittā mad-gata-prāṇā
bodhayantaḥ parasparam
kathayantaś ca māṁ nityaṁ
tuṣyanti ca ramanti ca",mat cittāḥ mat gata prāṇāḥ bodhayantaḥ parasparam kathayantaḥ ca mām nityam tuṣyanti ca ramanti ca
380,10.10,"तेषां सततयुक्तानां भजतां प्रीतिपूर्वकम् ।
ददामि बुद्धियोगं तं येन मामुपयान्ति ते ॥ १०.१० ॥","teṣāṁ satata-yuktānāṁ
bhajatāṁ prīti-pūrvakam
dadāmi buddhi-yogaṁ taṁ
yena mām upayānti te",teṣām satata yuktānām bhajatām prīti pūrvakam dadāmi buddhi yogam tam yena mām upayānti te
381,10.11,"तेषामेवानुकम्पार्थमहमज्ञानजं तमः ।
नाशयाम्यात्मभावस्थो ज्ञानदीपेन भास्वता ॥ १०.११ ॥","teṣām evānukampārtham
aham ajñāna-jaṁ tamaḥ
nāśayāmy ātma-bhāva-stho
jñāna-dīpena bhāsvatā",teṣām eva anukampā artham aham ajñāna jam tamaḥ nāśayāmi ātma bhāva sthaḥ jñāna dīpena bhāsvatā
382,10.12,"अर्जुन उवाच  ।
परं ब्रह्म परं धाम पवित्रं परमं भवान्
पुरुषं शाश्र्वतं दिव्यमादिदेवमजं विभुम् ॥ १०.१२ ॥","arjuna uvāca
paraṁ brahma paraṁ dhāma
pavitraṁ paramaṁ bhavān
puruṣaṁ śāśvataṁ divyam
ādi-devam ajaṁ vibhum",arjunaḥ uvāca param brahma param dhāma pavitram paramam bhavān puruṣam śāśvatam divyam ādi devam ajam vibhum
383,10.13,"आहुस्त्वामृषयः सर्वे देवर्षिर्नारदस्तथा ।
असितो देवलो व्यासः स्वयं चैव ब्रवीषि मे ॥ १०.१३ ॥","āhus tvām ṛṣayaḥ sarve
devarṣir nāradas tathā
asito devalo vyāsaḥ
svayaṁ caiva bravīṣi me",āhuḥ tvām ṛṣayaḥ sarve deva ṛṣiḥ nāradaḥ tathā asitaḥ devalaḥ vyāsaḥ svayam ca eva bravīṣi me
384,10.14,"सर्वमेतदृतं मन्ये यन्मां वदसि केशव ।
न हि ते भगवन्व्यक्तिं विदुर्देवा न दानवाः ॥ १०.१४ ॥","sarvam etad ṛtaṁ manye
yan māṁ vadasi keśava
na hi te bhagavan vyaktiṁ
vidur devā na dānavāḥ",sarvam etat ṛtam manye yat mām vadasi keśava na hi te bhagavan vyaktim viduḥ devāḥ na dānavāḥ
385,10.15,"स्वयमेवात्मनात्मानं वेत्थ त्वं पुरुषोत्तम ।
भूतभावन भूतेश देवदेव जगत्पते ॥ १०.१५ ॥","svayam evātmanātmānaṁ
vettha tvaṁ puruṣottama
bhūta-bhāvana bhūteśa
deva-deva jagat-pate",svayam eva ātmanā ātmānam vettha tvam puruṣa uttama bhūta bhāvana bhūta īśa deva deva jagat pate
386,10.16,"वक्तुमर्हस्यशेषेण दिव्या ह्यात्मविभूतयः ।
याभिर्विभूतिभिर्लोकानिमांस्त्वं व्याप्य तिष्ठसि ॥ १०.१६ ॥","vaktum arhasy aśeṣeṇa
divyā hy ātma-vibhūtayaḥ
yābhir vibhūtibhir lokān
imāṁs tvaṁ vyāpya tiṣṭhasi",vaktum arhasi aśeṣeṇa divyāḥ hi ātma vibhūtayaḥ yābhiḥ vibhūtibhiḥ lokān imān tvam vyāpya tiṣṭhasi
387,10.17,"कथं विद्यामहं योगिंस्त्वां सदा परिचिन्तयन् ।
केषु केषु च भावेषु चिन्त्योऽसि भगवन्मया ॥ १०.१७ ॥","kathaṁ vidyām ahaṁ yogiṁs
tvāṁ sadā paricintayan
keṣu keṣu ca bhāveṣu
cintyo ’si bhagavan mayā",katham vidyām aham yogin tvām sadā paricintayan keṣu keṣu ca bhāveṣu cintyaḥ asi bhagavan mayā
388,10.18,"विस्तरेणात्मनो योगं विभूतिं च जनार्दन ।
भूयः कथय तृप्तिर्हि शृण्वतो नास्ति मेऽमृतम् ॥ १०.१८ ॥","vistareṇātmano yogaṁ
vibhūtiṁ ca janārdana
bhūyaḥ kathaya tṛptir hi
śṛṇvato nāsti me ’mṛtam",vistareṇa ātmanaḥ yogam vibhūtim ca jana ardana bhūyaḥ kathaya tṛptiḥ hi śṛṇvataḥ na asti me amṛtam
389,10.19,"श्रीभगवानुवाच ।
हन्त ते कथयिष्यामि दिव्या ह्यात्मविभूतयः
प्राधान्यतः कुरुश्रेष्ठ नास्त्यन्तो विस्तरस्य मे ॥ १०.१९ ॥","śrī-bhagavān uvāca
hanta te kathayiṣyāmi
divyā hy ātma-vibhūtayaḥ
prādhānyataḥ kuru-śreṣṭha
nāsty anto vistarasya me",śrī bhagavān uvāca hanta te kathayiṣyāmi divyāḥ hi ātma vibhūtayaḥ prādhānyataḥ kuru śreṣṭha na asti antaḥ vistarasya me
390,10.20,"अहमात्मा गुडाकेश सर्वभूताशयस्थितः ।
अहमादिश्च मध्यं च भूतानामन्त एव च ॥ १०.२० ॥","aham ātmā guḍākeśa
sarva-bhūtāśaya-sthitaḥ
aham ādiś ca madhyaṁ ca
bhūtānām anta eva ca",aham ātmā guḍākeśa sarva bhūta āśaya sthitaḥ aham ādiḥ ca madhyam ca bhūtānām antaḥ eva ca
391,10.21,"आदित्यानामहं विष्णुर्ज्योतिषां रविरंशुमान् ।
मरीचिर्मरुतामस्मि नक्षत्राणामहं शशी ॥ १०.२१ ॥","ādityānām ahaṁ viṣṇur
jyotiṣāṁ ravir aṁśumān
marīcir marutām asmi
nakṣatrāṇām ahaṁ śaśī",ādityānām aham viṣṇuḥ jyotiṣām raviḥ aṁśu mān marīciḥ marutām asmi nakṣatrāṇām aham śaśī
392,10.22,"वेदानां सामवेदोऽस्मि देवानामस्मि वासवः ।
इन्द्रियाणां मनश्चास्मि भूतानामस्मि चेतना ॥ १०.२२ ॥","vedānāṁ sāma-vedo ’smi
devānām asmi vāsavaḥ
indriyāṇāṁ manaś cāsmi
bhūtānām asmi cetanā",vedānām sāma vedaḥ asmi devānām asmi vāsavaḥ indriyāṇām manaḥ ca asmi bhūtānām asmi cetanā
393,10.23,"रुद्राणां शंकरश्चास्मि वित्तेशो यक्षरक्षसाम् ।
वसूनां पावकश्चास्मि मेरुः शिखरिणामहम् ॥ १०.२३ ॥","rudrāṇāṁ śaṅkaraś cāsmi
vitteśo yakṣa-rakṣasām
vasūnāṁ pāvakaś cāsmi
meruḥ śikhariṇām aham",rudrāṇām śaṅkaraḥ ca asmi vitta īśaḥ yakṣa rakṣasām vasūnām pāvakaḥ ca asmi meruḥ śikhariṇām aham
394,10.24,"पुरोधसां च मुख्यं मां विद्धि पार्थ बृहस्पतिम् ।
सेनानीनामहं स्कन्दः सरसामस्मि सागरः ॥ १०.२४ ॥","purodhasāṁ ca mukhyaṁ māṁ
viddhi pārtha bṛhaspatim
senānīnām ahaṁ skandaḥ
sarasām asmi sāgaraḥ",purodhasām ca mukhyam mām viddhi pārtha bṛhaspatim senānīnām aham skandaḥ sarasām asmi sāgaraḥ
395,10.25,"महर्षीणां भृगुरहं गिरामस्म्येकमक्षरम् ।
यज्ञानां जपयज्ञोऽस्मि स्थावराणां हिमालयः ॥ १०.२५ ॥","maharṣīṇāṁ bhṛgur ahaṁ
girām asmy ekam akṣaram
yajñānāṁ japa-yajño ’smi
sthāvarāṇāṁ himālayaḥ",mahā ṛṣīṇām bhṛguḥ aham girām asmi ekam akṣaram yajñānām japa yajñaḥ asmi sthāvarāṇām himālayaḥ
396,10.26,"अश्वत्थः सर्ववृक्षाणां देवर्षीणां च नारदः ।
गन्धर्वाणां चित्ररथः सिद्धानां कपिलो मुनिः ॥ १०.२६ ॥","aśvatthaḥ sarva-vṛkṣāṇāṁ
devarṣīṇāṁ ca nāradaḥ
gandharvāṇāṁ citrarathaḥ
siddhānāṁ kapilo muniḥ",aśvatthaḥ sarva vṛkṣāṇām deva ṛṣīṇām ca nāradaḥ gandharvāṇām citrarathaḥ siddhānām kapilaḥ muniḥ
397,10.27,"उच्चैःश्रवसमश्वानां विद्धि माममृतोद्भवम् ।
ऐरावतं गजेन्द्राणां नराणां च नराधिपम् ॥ १०.२७ ॥","uccaiḥśravasam aśvānāṁ
viddhi mām amṛtodbhavam
airāvataṁ gajendrāṇāṁ
narāṇāṁ ca narādhipam",uccaiḥśravasam aśvānām viddhi mām amṛta udbhavam airāvatam gaja indrāṇām narāṇām ca nara adhipam
398,10.28,"आयुधानामहं वज्रं धेनूनामस्मि कामधुक् ।
प्रजनश्चास्मि कन्दर्पः सर्पाणामस्मि वासुकिः ॥ १०.२८ ॥","āyudhānām ahaṁ vajraṁ
dhenūnām asmi kāma-dhuk
prajanaś cāsmi kandarpaḥ
sarpāṇām asmi vāsukiḥ",āyudhānām aham vajram dhenūnām asmi kāma dhuk prajanaḥ ca asmi kandarpaḥ sarpāṇām asmi vāsukiḥ
399,10.29,"अनन्तश्चास्मि नागानां वरुणो यादसामहम् ।
पितॄणामर्यमा चास्मि यमः संयमतामहम् ॥ १०.२९ ॥","anantaś cāsmi nāgānāṁ
varuṇo yādasām aham
pitṝṇām aryamā cāsmi
yamaḥ saṁyamatām aham",anantaḥ ca asmi nāgānām varuṇaḥ yādasām aham pitṝṇām aryamā ca asmi yamaḥ saṁyamatām aham
400,10.30,"प्रह्लादश्चास्मि दैत्यानां कालः कलयतामहम् ।
मृगाणां च मृगेन्द्रोऽहं वैनतेयश्च पक्षिणाम् ॥ १०.३० ॥","prahlādaś cāsmi daityānāṁ
kālaḥ kalayatām aham
mṛgāṇāṁ ca mṛgendro ’haṁ
vainateyaś ca pakṣiṇām",prahlādaḥ ca asmi daityānām kālaḥ kalayatām aham mṛgāṇām ca mṛga indraḥ aham vainateyaḥ ca pakṣiṇām
401,10.31,"पवनः पवतामस्मि रामः शस्त्रभृतामहम् ।
झषाणां मकरश्चास्मि स्रोतसामस्मि जाह्नवी ॥ १०.३१ ॥","pavanaḥ pavatām asmi
rāmaḥ śastra-bhṛtām aham
jhaṣāṇāṁ makaraś cāsmi
srotasām asmi jāhnavī",pavanaḥ pavatām asmi rāmaḥ śastra bhṛtām aham jhaṣāṇām makaraḥ ca asmi srotasām asmi jāhnavī
402,10.32,"सर्गाणामादिरन्तश्च मध्यं चैवाहमर्जुन ।
अध्यात्मविद्या विद्यानां वादः प्रवदतामहम् ॥ १०.३२ ॥","sargāṇām ādir antaś ca
madhyaṁ caivāham arjuna
adhyātma-vidyā vidyānāṁ
vādaḥ pravadatām aham",sargāṇām ādiḥ antaḥ ca madhyam ca eva aham arjuna adhyātma vidyā vidyānām vādaḥ pravadatām aham
403,10.33,"अक्षराणामकारोऽस्मि द्वन्द्वः सामासिकस्य च ।
अहमेवाक्षयः कालो धाताहं विश्वतोमुखः ॥ १०.३३ ॥","akṣarāṇām a-kāro ’smi
dvandvaḥ sāmāsikasya ca
aham evākṣayaḥ kālo
dhātāhaṁ viśvato-mukhaḥ",akṣarāṇām a kāraḥ asmi dvandvaḥ sāmāsikasya ca aham eva akṣayaḥ kālaḥ dhātā aham viśvataḥ mukhaḥ
404,10.34,"मृत्युः सर्वहरश्चाहमुद्भवश्च भविष्यताम् ।
कीर्तिः श्रीर्वाक्च नारीणां स्मृतिर्मेधा धृतिः क्षमा ॥ १०.३४ ॥","mṛtyuḥ sarva-haraś cāham
udbhavaś ca bhaviṣyatām
kīrtiḥ śrīr vāk ca nārīṇāṁ
smṛtir medhā dhṛtiḥ kṣamā",mṛtyuḥ sarva haraḥ ca aham udbhavaḥ ca bhaviṣyatām kīrtiḥ śrīḥ vāk ca nārīṇām smṛtiḥ medhā dhṛtiḥ kṣamā
405,10.35,"बृहत्साम तथा साम्नां गायत्री छन्दसामहम् ।
मासानां मार्गशीर्षोऽहमृतूनां कुसुमाकरः ॥ १०.३५ ॥","bṛhat-sāma tathā sāmnāṁ
gāyatrī chandasām aham
māsānāṁ mārga-śīrṣo ’ham
ṛtūnāṁ kusumākaraḥ",bṛhat sāma tathā sāmnām gāyatrī chandasām aham māsānām mārga śīrṣaḥ aham ṛtūnām kusuma ākaraḥ
406,10.36,"द्यूतं छलयतामस्मि तेजस्तेजस्विनामहम् ।
जयोऽस्मि व्यवसायोऽस्मि सत्त्वं सत्त्ववतामहम् ॥ १०.३६ ॥","dyūtaṁ chalayatām asmi
tejas tejasvinām aham
jayo ’smi vyavasāyo ’smi
sattvaṁ sattvavatām aham",dyūtam chalayatām asmi tejaḥ tejasvinām aham jayaḥ asmi vyavasāyaḥ asmi sattvam sattva vatām aham
407,10.37,"वृष्णीनां वासुदेवोऽस्मि पाण्डवानां धनंजयः ।
मुनीनामप्यहं व्यासः कवीनामुशना कविः ॥ १०.३७ ॥","vṛṣṇīnāṁ vāsudevo ’smi
pāṇḍavānāṁ dhanañ-jayaḥ
munīnām apy ahaṁ vyāsaḥ
kavīnām uśanā kaviḥ",vṛṣṇīnām vāsudevaḥ asmi pāṇḍavānām dhanam jayaḥ munīnām api aham vyāsaḥ kavīnām uśanā kaviḥ
408,10.38,"दण्डो दमयतामस्मि नीतिरस्मि जिगीषताम् ।
मौनं चैवास्मि गुह्यानां ज्ञानं ज्ञानवतामहम् ॥ १०.३८ ॥","daṇḍo damayatām asmi
nītir asmi jigīṣatām
maunaṁ caivāsmi guhyānāṁ
jñānaṁ jñānavatām aham",daṇḍaḥ damayatām asmi nītiḥ asmi jigīṣatām maunam ca eva asmi guhyānām jñānam jñāna vatām aham
409,10.39,"यच्चापि सर्वभूतानां बीजं तदहमर्जुन ।
न तदस्ति विना यत्स्यान्मया भूतं चराचरम् ॥ १०.३९ ॥","yac cāpi sarva-bhūtānāṁ
bījaṁ tad aham arjuna
na tad asti vinā yat syān
mayā bhūtaṁ carācaram",yat ca api sarva bhūtānām bījam tat aham arjuna na tat asti vinā yat syāt mayā bhūtam cara acaram
410,10.40,"नान्तोऽस्ति मम दिव्यानां विभूतीनां परन्तप ।
एष तूद्देशतः प्रोक्तो विभूतेर्विस्तरो मया ॥ १०.४० ॥","nānto ’sti mama divyānāṁ
vibhūtīnāṁ paran-tapa
eṣa tūddeśataḥ prokto
vibhūter vistaro mayā",na antaḥ asti mama divyānām vibhūtīnām param tapa eṣaḥ tu uddeśataḥ proktaḥ vibhūteḥ vistaraḥ mayā
411,10.41,"यद्यद्विभूतिमत्सत्त्वं श्रीमदूर्जितमेव वा ।
तत्तदेवावगच्छ त्वं मम तेजोंऽशसंभवम् ॥ १०.४१ ॥","yad yad vibhūtimat sattvaṁ
śrīmad ūrjitam eva vā
tat tad evāvagaccha tvaṁ
mama tejo-’ṁśa-sambhavam",yat yat vibhūti mat sattvam śrī mat ūrjitam eva vā tat tat eva avagaccha tvam mama tejaḥ aṁśa sambhavam
412,10.42,"अथवा बहुनैतेन किं ज्ञातेन तवार्जुन ।
विष्टभ्याहमिदं कृत्स्नमेकांशेन स्थितो जगत् ॥ १०.४२ ॥","atha vā bahunaitena
kiṁ jñātena tavārjuna
viṣṭabhyāham idaṁ kṛtsnam
ekāṁśena sthito jagat",atha vā bahunā etena kim jñātena tava arjuna viṣṭabhya aham idam kṛtsnam eka aṁśena sthitaḥ jagat
413,11.1,"अर्जुन उवाच ।
मदनुग्रहाय परमं गुह्यमध्यात्मसंज्ञितम्
यत्त्वयोक्तं वचस्तेन मोहोऽयं विगतो मम ॥ ११.१ ॥","arjuna uvāca
mad-anugrahāya paramaṁ
guhyam adhyātma-saṁjñitam
yat tvayoktaṁ vacas tena
moho ’yaṁ vigato mama",arjunaḥ uvāca mat anugrahāya paramam guhyam adhyātma saṁjñitam yat tvayā uktam vacaḥ tena mohaḥ ayam vigataḥ mama
414,11.2,"भवाप्ययौ हि भूतानां श्रुतौ विस्तरशो मया ।
त्वत्तः कमलपत्राक्ष माहात्म्यमपि चाव्ययम् ॥ ११.२ ॥","bhavāpyayau hi bhūtānāṁ
śrutau vistaraśo mayā
tvattaḥ kamala-patrākṣa
māhātmyam api cāvyayam",bhava apyayau hi bhūtānām śrutau vistaraśaḥ mayā tvattaḥ kamala patra akṣa māhātmyam api ca avyayam
415,11.3,"एवमेतद्यथात्थ त्वमात्मानं परमेश्वर ।
द्रष्टुमिच्छामि ते रूपमैश्वरं पुरुषोत्तम ॥ ११.३ ॥","evam etad yathāttha tvam
ātmānaṁ parameśvara
draṣṭum icchāmi te rūpam
aiśvaraṁ puruṣottama",evam etat yathā āttha tvam ātmānam parama īśvara draṣṭum icchāmi te rūpam aiśvaram puruṣa uttama
416,11.4,"मन्यसे यदि तच्छक्यं मया द्रष्टुमिति प्रभो ।
योगेश्वर ततो मे त्वं दर्शयात्मानमव्ययम् ॥ ११.४ ॥","manyase yadi tac chakyaṁ
mayā draṣṭum iti prabho
yogeśvara tato me tvaṁ
darśayātmānam avyayam",manyase yadi tat śakyam mayā draṣṭum iti prabho yoga īśvara tataḥ me tvam darśaya ātmānam avyayam
417,11.5,"श्रीभगवानुवाच ।
पश्य मे पार्थ रूपाणि शतशोऽथ सहस्रशः
नानाविधानि दिव्यानि नानावर्णाकृतीनि च ॥ ११.५ ॥","śrī-bhagavān uvāca
paśya me pārtha rūpāṇi
śataśo ’tha sahasraśaḥ
nānā-vidhāni divyāni
nānā-varṇākṛtīni ca",śrī bhagavān uvāca paśya me pārtha rūpāṇi śataśaḥ atha sahasraśaḥ nānā vidhāni divyāni nānā varṇa ākṛtīni ca
418,11.6,"पश्यादित्यान्वसून्रुद्रानश्विनौ मरुतस्तथा ।
बहून्यदृष्टपूर्वाणि पश्याश्चर्याणि भारत ॥ ११.६ ॥","paśyādityān vasūn rudrān
aśvinau marutas tathā
bahūny adṛṣṭa-pūrvāṇi
paśyāścaryāṇi bhārata",paśya ādityān vasūn rudrān aśvinau marutaḥ tathā bahūni adṛṣṭa pūrvāṇi paśya āścaryāṇi bhārata
419,11.7,"इहैकस्थं जगत्कृत्स्नं पश्याद्य सचराचरम् ।
मम देहे गुडाकेश यच्चान्यद् द्रष्टुमिच्छसि ॥ ११.७ ॥","ihaika-sthaṁ jagat kṛtsnaṁ
paśyādya sa-carācaram
mama dehe guḍākeśa
yac cānyad draṣṭum icchasi",iha eka stham jagat kṛtsnam paśya adya sa cara acaram mama dehe guḍākeśa yat ca anyat draṣṭum icchasi
420,11.8,"न तु मां शक्यसे द्रष्टुमनेनैव स्वचक्षुषा ।
दिव्यं ददामि ते चक्षुः पश्य मे योगमैश्वरम् ॥ ११.८ ॥","na tu māṁ śakyase draṣṭum
anenaiva sva-cakṣuṣā
divyaṁ dadāmi te cakṣuḥ
paśya me yogam aiśvaram",na tu mām śakyase draṣṭum anena eva sva cakṣuṣā divyam dadāmi te cakṣuḥ paśya me yogam aiśvaram
421,11.9,"संजय उवाच ।
एवमुक्त्वा ततो राजन्महायोगेश्वरो हरिः
दर्शयामास पार्थाय परमं रूपमैश्वरम् ॥ ११.९ ॥","sañjaya uvāca
evam uktvā tato rājan
mahā-yogeśvaro hariḥ
darśayām āsa pārthāya
paramaṁ rūpam aiśvaram",sañjayaḥ uvāca evam uktvā tataḥ rājan mahā yoga īśvaraḥ hariḥ darśayām āsa pārthāya paramam rūpam aiśvaram
422,11.10,"अनेकवक्त्रनयनमनेकाद्भुतदर्शनम् ।
अनेकदिव्याभरणं दिव्यानेकोद्यतायुधम् ॥ ११.१० ॥","aneka-vaktra-nayanam
anekādbhuta-darśanam
aneka-divyābharaṇaṁ
divyānekodyatāyudham",aneka vaktra nayanam aneka adbhuta darśanam aneka divya ābharaṇam divya aneka udyata āyudham
423,11.11,"दिव्यमाल्याम्बरधरं दिव्यगन्धानुलेपनम् ।
सर्वाश्चर्यमयं देवमनन्तं विश्वतोमुखम् ॥ ११.११ ॥","divya-mālyāmbara-dharaṁ
divya-gandhānulepanam
sarvāścarya-mayaṁ devam
anantaṁ viśvato-mukham",divya mālya ambara dharam divya gandha anulepanam sarva āścarya mayam devam anantam viśvataḥ mukham
424,11.12,"दिवि सूर्यसहस्रस्य भवेद्युगपदुत्थिता ।
यदि भाः सदृशी सा स्याद्भासस्तस्य महात्मनः ॥ ११.१२ ॥","divi sūrya-sahasrasya
bhaved yugapad utthitā
yadi bhāḥ sadṛśī sā syād
bhāsas tasya mahātmanaḥ",divi sūrya sahasrasya bhavet yugapat utthitā yadi bhāḥ sadṛśī sā syāt bhāsaḥ tasya mahā ātmanaḥ
